source,target,relation,status
Product,Assessment,Specialization,deny
Product,Assessment,Association,allow
Product,Goal,Composition,deny
Product,Goal,Aggregation,deny
Product,Goal,Assignment,deny
Product,Goal,Realization,deny
Product,Goal,Serving,deny
Product,Goal,Access,deny
Product,Goal,Influence,allow
Product,Goal,Triggering,deny
Product,Goal,Flow,deny
Product,Goal,Specialization,deny
Product,Goal,Association,allow
Product,Outcome,Composition,deny
Product,Outcome,Aggregation,deny
Product,Outcome,Assignment,deny
Product,Outcome,Realization,allow
Product,Outcome,Serving,deny
Product,Outcome,Access,deny
Product,Outcome,Influence,allow
Product,Outcome,Triggering,deny
Product,Outcome,Flow,deny
Product,Outcome,Specialization,deny
Product,Outcome,Association,allow
Product,Principle,Composition,deny
Product,Principle,Aggregation,deny
Product,Principle,Assignment,deny
Product,Principle,Realization,allow
Product,Principle,Serving,deny
Product,Principle,Access,deny
Product,Principle,Influence,allow
Product,Principle,Triggering,deny
Product,Principle,Flow,deny
Product,Principle,Specialization,deny
Product,Principle,Association,allow
Product,Requirement,Composition,deny
Product,Requirement,Aggregation,deny
Product,Requirement,Assignment,deny
Product,Requirement,Realization,allow
Product,Requirement,Serving,deny
Product,Requirement,Access,deny
Product,Requirement,Influence,allow
Product,Requirement,Triggering,deny
Product,Requirement,Flow,deny
Product,Requirement,Specialization,deny
Product,Requirement,Association,allow
Product,Constraint,Composition,deny
Product,Constraint,Aggregation,deny
Product,Constraint,Assignment,deny
Product,Constraint,Realization,allow
Product,Constraint,Serving,deny
Product,Constraint,Access,deny
Product,Constraint,Influence,allow
Product,Constraint,Triggering,deny
Product,Constraint,Flow,deny
Product,Constraint,Specialization,deny
Product,Constraint,Association,allow
Product,Meaning,Composition,deny
Product,Meaning,Aggregation,deny
Product,Meaning,Assignment,deny
Product,Meaning,Realization,deny
Product,Meaning,Serving,deny
Product,Meaning,Access,deny
Product,Meaning,Influence,allow
Product,Meaning,Triggering,deny
Product,Meaning,Flow,deny
Product,Meaning,Specialization,deny
Product,Meaning,Association,allow
Product,Value,Composition,deny
Product,Value,Aggregation,deny
Product,Value,Assignment,deny
Product,Value,Realization,allow
Product,Value,Serving,deny
Product,Value,Access,deny
Product,Value,Influence,allow
Product,Value,Triggering,deny
Product,Value,Flow,deny
Product,Value,Specialization,deny
Product,Value,Association,allow
Product,Resource,Composition,warn
Product,Resource,Aggregation,warn
Product,Resource,Assignment,deny
Product,Resource,Realization,allow
Product,Resource,Serving,deny
Product,Resource,Access,deny
Product,Resource,Influence,deny
Product,Resource,Triggering,deny
Product,Resource,Flow,deny
Product,Resource,Specialization,deny
Product,Resource,Association,allow
Product,Capability,Composition,warn
Product,Capability,Aggregation,warn
Product,Capability,Assignment,deny
Product,Capability,Realization,allow
Product,Capability,Serving,deny
Product,Capability,Access,deny
Product,Capability,Influence,deny
Product,Capability,Triggering,deny
Product,Capability,Flow,deny
Product,Capability,Specialization,deny
Product,Capability,Association,allow
Product,CourseOfAction,Composition,warn
Product,CourseOfAction,Aggregation,warn
Product,CourseOfAction,Assignment,deny
Product,CourseOfAction,Realization,allow
Product,CourseOfAction,Serving,deny
Product,CourseOfAction,Access,deny
Product,CourseOfAction,Influence,deny
Product,CourseOfAction,Triggering,deny
Product,CourseOfAction,Flow,deny
Product,CourseOfAction,Specialization,deny
Product,CourseOfAction,Association,allow
Product,ValueStream,Composition,warn
Product,ValueStream,Aggregation,warn
Product,ValueStream,Assignment,deny
Product,ValueStream,Realization,allow
Product,ValueStream,Serving,deny
Product,ValueStream,Access,deny
Product,ValueStream,Influence,deny
Product,ValueStream,Triggering,deny
Product,ValueStream,Flow,deny
Product,ValueStream,Specialization,deny
Product,ValueStream,Association,allow
Product,BusinessActor,Composition,warn
Product,BusinessActor,Aggregation,warn
Product,BusinessActor,Assignment,deny
Product,BusinessActor,Realization,allow
Product,BusinessActor,Serving,deny
Product,BusinessActor,Access,deny
Product,BusinessActor,Influence,deny
Product,BusinessActor,Triggering,deny
Product,BusinessActor,Flow,deny
Product,BusinessActor,Specialization,deny
Product,BusinessActor,Association,allow
Product,BusinessRole,Composition,warn
Product,BusinessRole,Aggregation,warn
Product,BusinessRole,Assignment,deny
Product,BusinessRole,Realization,allow
Product,BusinessRole,Serving,deny
Product,BusinessRole,Access,deny
Product,BusinessRole,Influence,deny
Product,BusinessRole,Triggering,deny
Product,BusinessRole,Flow,deny
Product,BusinessRole,Specialization,deny
Product,BusinessRole,Association,allow
Product,BusinessCollaboration,Composition,warn
Product,BusinessCollaboration,Aggregation,warn
Product,BusinessCollaboration,Assignment,deny
Product,BusinessCollaboration,Realization,allow
Product,BusinessCollaboration,Serving,deny
Product,BusinessCollaboration,Access,deny
Product,BusinessCollaboration,Influence,deny
Product,BusinessCollaboration,Triggering,deny
Product,BusinessCollaboration,Flow,deny
Product,BusinessCollaboration,Specialization,deny
Product,BusinessCollaboration,Association,allow
Product,BusinessInterface,Composition,warn
Product,BusinessInterface,Aggregation,warn
Product,BusinessInterface,Assignment,deny
Product,BusinessInterface,Realization,allow
Product,BusinessInterface,Serving,deny
Product,BusinessInterface,Access,deny
Product,BusinessInterface,Influence,deny
Product,BusinessInterface,Triggering,deny
Product,BusinessInterface,Flow,deny
Product,BusinessInterface,Specialization,deny
Product,BusinessInterface,Association,allow
Product,BusinessProcess,Composition,warn
Product,BusinessProcess,Aggregation,warn
Product,BusinessProcess,Assignment,deny
Product,BusinessProcess,Realization,allow
Product,BusinessProcess,Serving,deny
Product,BusinessProcess,Access,deny
Product,BusinessProcess,Influence,deny
Product,BusinessProcess,Triggering,deny
Product,BusinessProcess,Flow,deny
Product,BusinessProcess,Specialization,deny
Product,BusinessProcess,Association,allow
Product,BusinessFunction,Composition,warn
Product,BusinessFunction,Aggregation,warn
Product,BusinessFunction,Assignment,deny
Product,BusinessFunction,Realization,allow
Product,BusinessFunction,Serving,deny
Product,BusinessFunction,Access,deny
Product,BusinessFunction,Influence,deny
Product,BusinessFunction,Triggering,deny
Product,BusinessFunction,Flow,deny
Product,BusinessFunction,Specialization,deny
Product,BusinessFunction,Association,allow
Product,BusinessInteraction,Composition,warn
Product,BusinessInteraction,Aggregation,warn
Product,BusinessInteraction,Assignment,deny
Product,BusinessInteraction,Realization,allow
Product,BusinessInteraction,Serving,deny
Product,BusinessInteraction,Access,deny
Product,BusinessInteraction,Influence,deny
Product,BusinessInteraction,Triggering,deny
Product,BusinessInteraction,Flow,deny
Product,BusinessInteraction,Specialization,deny
Product,BusinessInteraction,Association,allow
Product,BusinessEvent,Composition,warn
Product,BusinessEvent,Aggregation,warn
Product,BusinessEvent,Assignment,deny
Product,BusinessEvent,Realization,deny
Product,BusinessEvent,Serving,deny
Product,BusinessEvent,Access,deny
Product,BusinessEvent,Influence,deny
Product,BusinessEvent,Triggering,deny
Product,BusinessEvent,Flow,deny
Product,BusinessEvent,Specialization,deny
Product,BusinessEvent,Association,allow
Product,BusinessService,Composition,warn
Product,BusinessService,Aggregation,warn
Product,BusinessService,Assignment,deny
Product,BusinessService,Realization,allow
Product,BusinessService,Serving,deny
Product,BusinessService,Access,deny
Product,BusinessService,Influence,deny
Product,BusinessService,Triggering,deny
Product,BusinessService,Flow,deny
Product,BusinessService,Specialization,deny
Product,BusinessService,Association,allow
Product,BusinessObject,Composition,warn
Product,BusinessObject,Aggregation,warn
Product,BusinessObject,Assignment,deny
Product,BusinessObject,Realization,allow
Product,BusinessObject,Serving,deny
Product,BusinessObject,Access,deny
Product,BusinessObject,Influence,deny
Product,BusinessObject,Triggering,deny
Product,BusinessObject,Flow,deny
Product,BusinessObject,Specialization,deny
Product,BusinessObject,Association,allow
Product,Contract,Composition,warn
Product,Contract,Aggregation,warn
Product,Contract,Assignment,deny
Product,Contract,Realization,allow
Product,Contract,Serving,deny
Product,Contract,Access,deny
Product,Contract,Influence,deny
Product,Contract,Triggering,deny
Product,Contract,Flow,deny
Product,Contract,Specialization,deny
Product,Contract,Association,allow
Product,Representation,Composition,warn
Product,Representation,Aggregation,warn
Product,Representation,Assignment,deny
Product,Representation,Realization,allow
Product,Representation,Serving,deny
Product,Representation,Access,deny
Product,Representation,Influence,deny
Product,Representation,Triggering,deny
Product,Representation,Flow,deny
Product,Representation,Specialization,deny
Product,Representation,Association,allow
Product,Product,Composition,allow
Product,Product,Aggregation,allow
Product,Product,Assignment,deny
Product,Product,Realization,allow
Product,Product,Serving,deny
Product,Product,Access,deny
Product,Product,Influence,deny
Product,Product,Triggering,deny
Product,Product,Flow,deny
Product,Product,Specialization,allow
Product,Product,Association,allow
Product,ApplicationComponent,Composition,warn
Product,ApplicationComponent,Aggregation,warn
Product,ApplicationComponent,Assignment,deny
Product,ApplicationComponent,Realization,allow
Product,ApplicationComponent,Serving,deny
Product,ApplicationComponent,Access,deny
Product,ApplicationComponent,Influence,deny
Product,ApplicationComponent,Triggering,deny
Product,ApplicationComponent,Flow,deny
Product,ApplicationComponent,Specialization,deny
Product,ApplicationComponent,Association,allow
Product,ApplicationCollaboration,Composition,warn
Product,ApplicationCollaboration,Aggregation,warn
Product,ApplicationCollaboration,Assignment,deny
Product,ApplicationCollaboration,Realization,allow
Product,ApplicationCollaboration,Serving,deny
Product,ApplicationCollaboration,Access,deny
Product,ApplicationCollaboration,Influence,deny
Product,ApplicationCollaboration,Triggering,deny
Product,ApplicationCollaboration,Flow,deny
Product,ApplicationCollaboration,Specialization,deny
Product,ApplicationCollaboration,Association,allow
Product,ApplicationInterface,Composition,warn
Product,ApplicationInterface,Aggregation,warn
Product,ApplicationInterface,Assignment,deny
Product,ApplicationInterface,Realization,allow
Product,ApplicationInterface,Serving,deny
Product,ApplicationInterface,Access,deny
Product,ApplicationInterface,Influence,deny
Product,ApplicationInterface,Triggering,deny
Product,ApplicationInterface,Flow,deny
Product,ApplicationInterface,Specialization,deny
Product,ApplicationInterface,Association,allow
Product,ApplicationFunction,Composition,warn
Product,ApplicationFunction,Aggregation,warn
Product,ApplicationFunction,Assignment,deny
Product,ApplicationFunction,Realization,allow
Product,ApplicationFunction,Serving,deny
Product,ApplicationFunction,Access,deny
Product,ApplicationFunction,Influence,deny
Product,ApplicationFunction,Triggering,deny
Product,ApplicationFunction,Flow,deny
Product,ApplicationFunction,Specialization,deny
Product,ApplicationFunction,Association,allow
Product,ApplicationInteraction,Composition,warn
Product,ApplicationInteraction,Aggregation,warn
Product,ApplicationInteraction,Assignment,deny
Product,ApplicationInteraction,Realization,allow
Product,ApplicationInteraction,Serving,deny
Product,ApplicationInteraction,Access,deny
Product,ApplicationInteraction,Influence,deny
Product,ApplicationInteraction,Triggering,deny
Product,ApplicationInteraction,Flow,deny
Product,ApplicationInteraction,Specialization,deny
Product,ApplicationInteraction,Association,allow
Product,ApplicationProcess,Composition,warn
Product,ApplicationProcess,Aggregation,warn
Product,ApplicationProcess,Assignment,deny
Product,ApplicationProcess,Realization,allow
Product,ApplicationProcess,Serving,deny
Product,ApplicationProcess,Access,deny
Product,ApplicationProcess,Influence,deny
Product,ApplicationProcess,Triggering,deny
Product,ApplicationProcess,Flow,deny
Product,ApplicationProcess,Specialization,deny
Product,ApplicationProcess,Association,allow
Product,ApplicationEvent,Composition,warn
Product,ApplicationEvent,Aggregation,warn
Product,ApplicationEvent,Assignment,deny
Product,ApplicationEvent,Realization,deny
Product,ApplicationEvent,Serving,deny
Product,ApplicationEvent,Access,deny
Product,ApplicationEvent,Influence,deny
Product,ApplicationEvent,Triggering,deny
Product,ApplicationEvent,Flow,deny
Product,ApplicationEvent,Specialization,deny
Product,ApplicationEvent,Association,allow
Product,ApplicationService,Composition,warn
Product,ApplicationService,Aggregation,warn
Product,ApplicationService,Assignment,deny
Product,ApplicationService,Realization,allow
Product,ApplicationService,Serving,deny
Product,ApplicationService,Access,deny
Product,ApplicationService,Influence,deny
Product,ApplicationService,Triggering,deny
Product,ApplicationService,Flow,deny
Product,ApplicationService,Specialization,deny
Product,ApplicationService,Association,allow
Product,DataObject,Composition,warn
Product,DataObject,Aggregation,warn
Product,DataObject,Assignment,deny
Product,DataObject,Realization,allow
Product,DataObject,Serving,deny
Product,DataObject,Access,deny
Product,DataObject,Influence,deny
Product,DataObject,Triggering,deny
Product,DataObject,Flow,deny
Product,DataObject,Specialization,deny
Product,DataObject,Association,allow
Product,Node,Composition,warn
Product,Node,Aggregation,warn
Product,Node,Assignment,deny
Product,Node,Realization,allow
Product,Node,Serving,deny
Product,Node,Access,deny
Product,Node,Influence,deny
Product,Node,Triggering,deny
Product,Node,Flow,deny
Product,Node,Specialization,deny
Product,Node,Association,allow
Product,Device,Composition,warn
Product,Device,Aggregation,warn
Product,Device,Assignment,deny
Product,Device,Realization,allow
Product,Device,Serving,deny
Product,Device,Access,deny
Product,Device,Influence,deny
Product,Device,Triggering,deny
Product,Device,Flow,deny
Product,Device,Specialization,deny
Product,Device,Association,allow
Product,SystemSoftware,Composition,warn
Product,SystemSoftware,Aggregation,warn
Product,SystemSoftware,Assignment,deny
Product,SystemSoftware,Realization,allow
Product,SystemSoftware,Serving,deny
Product,SystemSoftware,Access,deny
Product,SystemSoftware,Influence,deny
Product,SystemSoftware,Triggering,deny
Product,SystemSoftware,Flow,deny
Product,SystemSoftware,Specialization,deny
Product,SystemSoftware,Association,allow
Product,TechnologyCollaboration,Composition,warn
Product,TechnologyCollaboration,Aggregation,warn
Product,TechnologyCollaboration,Assignment,deny
Product,TechnologyCollaboration,Realization,allow
Product,TechnologyCollaboration,Serving,deny
Product,TechnologyCollaboration,Access,deny
Product,TechnologyCollaboration,Influence,deny
Product,TechnologyCollaboration,Triggering,deny
Product,TechnologyCollaboration,Flow,deny
Product,TechnologyCollaboration,Specialization,deny
Product,TechnologyCollaboration,Association,allow
Product,TechnologyInterface,Composition,warn
Product,TechnologyInterface,Aggregation,warn
Product,TechnologyInterface,Assignment,deny
Product,TechnologyInterface,Realization,allow
Product,TechnologyInterface,Serving,deny
Product,TechnologyInterface,Access,deny
Product,TechnologyInterface,Influence,deny
Product,TechnologyInterface,Triggering,deny
Product,TechnologyInterface,Flow,deny
Product,TechnologyInterface,Specialization,deny
Product,TechnologyInterface,Association,allow
Product,Path,Composition,warn
Product,Path,Aggregation,warn
Product,Path,Assignment,deny
Product,Path,Realization,allow
Product,Path,Serving,deny
Product,Path,Access,deny
Product,Path,Influence,deny
Product,Path,Triggering,deny
Product,Path,Flow,deny
Product,Path,Specialization,deny
Product,Path,Association,allow
Product,CommunicationNetwork,Composition,warn
Product,CommunicationNetwork,Aggregation,warn
Product,CommunicationNetwork,Assignment,deny
Product,CommunicationNetwork,Realization,allow
Product,CommunicationNetwork,Serving,deny
Product,CommunicationNetwork,Access,deny
Product,CommunicationNetwork,Influence,deny
Product,CommunicationNetwork,Triggering,deny
Product,CommunicationNetwork,Flow,deny
Product,CommunicationNetwork,Specialization,deny
Product,CommunicationNetwork,Association,allow
Product,TechnologyFunction,Composition,warn
Product,TechnologyFunction,Aggregation,warn
Product,TechnologyFunction,Assignment,deny
Product,TechnologyFunction,Realization,allow
Product,TechnologyFunction,Serving,deny
Product,TechnologyFunction,Access,deny
Product,TechnologyFunction,Influence,deny
Product,TechnologyFunction,Triggering,deny
Product,TechnologyFunction,Flow,deny
Product,TechnologyFunction,Specialization,deny
Product,TechnologyFunction,Association,allow
Product,TechnologyProcess,Composition,warn
Product,TechnologyProcess,Aggregation,warn
Product,TechnologyProcess,Assignment,deny
Product,TechnologyProcess,Realization,allow
Product,TechnologyProcess,Serving,deny
Product,TechnologyProcess,Access,deny
Product,TechnologyProcess,Influence,deny
Product,TechnologyProcess,Triggering,deny
Product,TechnologyProcess,Flow,deny
Product,TechnologyProcess,Specialization,deny
Product,TechnologyProcess,Association,allow
Product,TechnologyInteraction,Composition,warn
Product,TechnologyInteraction,Aggregation,warn
Product,TechnologyInteraction,Assignment,deny
Product,TechnologyInteraction,Realization,allow
Product,TechnologyInteraction,Serving,deny
Product,TechnologyInteraction,Access,deny
Product,TechnologyInteraction,Influence,deny
Product,TechnologyInteraction,Triggering,deny
Product,TechnologyInteraction,Flow,deny
Product,TechnologyInteraction,Specialization,deny
Product,TechnologyInteraction,Association,allow
Product,TechnologyEvent,Composition,warn
Product,TechnologyEvent,Aggregation,warn
Product,TechnologyEvent,Assignment,deny
Product,TechnologyEvent,Realization,deny
Product,TechnologyEvent,Serving,deny
Product,TechnologyEvent,Access,deny
Product,TechnologyEvent,Influence,deny
Product,TechnologyEvent,Triggering,deny
Product,TechnologyEvent,Flow,deny
Product,TechnologyEvent,Specialization,deny
Product,TechnologyEvent,Association,allow
Product,TechnologyService,Composition,warn
Product,TechnologyService,Aggregation,warn
Product,TechnologyService,Assignment,deny
Product,TechnologyService,Realization,allow
Product,TechnologyService,Serving,deny
Product,TechnologyService,Access,deny
Product,TechnologyService,Influence,deny
Product,TechnologyService,Triggering,deny
Product,TechnologyService,Flow,deny
Product,TechnologyService,Specialization,deny
Product,TechnologyService,Association,allow
Product,Artifact,Composition,warn
Product,Artifact,Aggregation,warn
Product,Artifact,Assignment,deny
Product,Artifact,Realization,allow
Product,Artifact,Serving,deny
Product,Artifact,Access,deny
Product,Artifact,Influence,deny
Product,Artifact,Triggering,deny
Product,Artifact,Flow,deny
Product,Artifact,Specialization,deny
Product,Artifact,Association,allow
Product,Equipment,Composition,warn
Product,Equipment,Aggregation,warn
Product,Equipment,Assignment,deny
Product,Equipment,Realization,allow
Product,Equipment,Serving,deny
Product,Equipment,Access,deny
Product,Equipment,Influence,deny
Product,Equipment,Triggering,deny
Product,Equipment,Flow,deny
Product,Equipment,Specialization,deny
Product,Equipment,Association,allow
Product,Facility,Composition,warn
Product,Facility,Aggregation,warn
Product,Facility,Assignment,deny
Product,Facility,Realization,allow
Product,Facility,Serving,deny
Product,Facility,Access,deny
Product,Facility,Influence,deny
Product,Facility,Triggering,deny
Product,Facility,Flow,deny
Product,Facility,Specialization,deny
Product,Facility,Association,allow
Product,DistributionNetwork,Composition,warn
Product,DistributionNetwork,Aggregation,warn
Product,DistributionNetwork,Assignment,deny
Product,DistributionNetwork,Realization,allow
Product,DistributionNetwork,Serving,deny
Product,DistributionNetwork,Access,deny
Product,DistributionNetwork,Influence,deny
Product,DistributionNetwork,Triggering,deny
Product,DistributionNetwork,Flow,deny
Product,DistributionNetwork,Specialization,deny
Product,DistributionNetwork,Association,allow
Product,Material,Composition,warn
Product,Material,Aggregation,warn
Product,Material,Assignment,deny
Product,Material,Realization,allow
Product,Material,Serving,deny
Product,Material,Access,deny
Product,Material,Influence,deny
Product,Material,Triggering,deny
Product,Material,Flow,deny
Product,Material,Specialization,deny
Product,Material,Association,allow
Product,WorkPackage,Composition,warn
Product,WorkPackage,Aggregation,warn
Product,WorkPackage,Assignment,deny
Product,WorkPackage,Realization,allow
Product,WorkPackage,Serving,deny
Product,WorkPackage,Access,deny
Product,WorkPackage,Influence,deny
Product,WorkPackage,Triggering,deny
Product,WorkPackage,Flow,deny
Product,WorkPackage,Specialization,deny
Product,WorkPackage,Association,allow
Product,Deliverable,Composition,warn
Product,Deliverable,Aggregation,warn
Product,Deliverable,Assignment,deny
Product,Deliverable,Realization,allow
Product,Deliverable,Serving,deny
Product,Deliverable,Access,deny
Product,Deliverable,Influence,deny
Product,Deliverable,Triggering,deny
Product,Deliverable,Flow,deny
Product,Deliverable,Specialization,deny
Product,Deliverable,Association,allow
Product,ImplementationEvent,Composition,warn
Product,ImplementationEvent,Aggregation,warn
Product,ImplementationEvent,Assignment,deny
Product,ImplementationEvent,Realization,allow
Product,ImplementationEvent,Serving,deny
Product,ImplementationEvent,Access,deny
Product,ImplementationEvent,Influence,deny
Product,ImplementationEvent,Triggering,deny
Product,ImplementationEvent,Flow,deny
Product,ImplementationEvent,Specialization,deny
Product,ImplementationEvent,Association,allow
Product,Plateau,Composition,warn
Product,Plateau,Aggregation,warn
Product,Plateau,Assignment,deny
Product,Plateau,Realization,allow
Product,Plateau,Serving,deny
Product,Plateau,Access,deny
Product,Plateau,Influence,deny
Product,Plateau,Triggering,deny
Product,Plateau,Flow,deny
Product,Plateau,Specialization,deny
Product,Plateau,Association,allow
Product,Gap,Composition,warn
Product,Gap,Aggregation,warn
Product,Gap,Assignment,deny
Product,Gap,Realization,allow
Product,Gap,Serving,deny
Product,Gap,Access,deny
Product,Gap,Influence,deny
Product,Gap,Triggering,deny
Product,Gap,Flow,deny
Product,Gap,Specialization,deny
Product,Gap,Association,allow
Product,Location,Composition,warn
Product,Location,Aggregation,warn
Product,Location,Assignment,deny
Product,Location,Realization,deny
Product,Location,Serving,deny
Product,Location,Access,deny
Product,Location,Influence,deny
Product,Location,Triggering,deny
Product,Location,Flow,deny
Product,Location,Specialization,deny
Product,Location,Association,allow
Product,Grouping,Composition,warn
Product,Grouping,Aggregation,warn
Product,Grouping,Assignment,deny
Product,Grouping,Realization,deny
Product,Grouping,Serving,deny
Product,Grouping,Access,deny
Product,Grouping,Influence,deny
Product,Grouping,Triggering,deny
Product,Grouping,Flow,deny
Product,Grouping,Specialization,deny
Product,Grouping,Association,allow
ApplicationComponent,Stakeholder,Composition,deny
ApplicationComponent,Stakeholder,Aggregation,deny
ApplicationComponent,Stakeholder,Assignment,deny
ApplicationComponent,Stakeholder,Realization,deny
ApplicationComponent,Stakeholder,Serving,deny
ApplicationComponent,Stakeholder,Access,deny
ApplicationComponent,Stakeholder,Influence,allow
ApplicationComponent,Stakeholder,Triggering,deny
ApplicationComponent,Stakeholder,Flow,deny
ApplicationComponent,Stakeholder,Specialization,deny
ApplicationComponent,Stakeholder,Association,allow
ApplicationComponent,Driver,Composition,deny
ApplicationComponent,Driver,Aggregation,deny
ApplicationComponent,Driver,Assignment,deny
ApplicationComponent,Driver,Realization,deny
ApplicationComponent,Driver,Serving,deny
ApplicationComponent,Driver,Access,deny
ApplicationComponent,Driver,Influence,allow
ApplicationComponent,Driver,Triggering,deny
ApplicationComponent,Driver,Flow,deny
ApplicationComponent,Driver,Specialization,deny
ApplicationComponent,Driver,Association,allow
ApplicationComponent,Assessment,Composition,deny
ApplicationComponent,Assessment,Aggregation,deny
ApplicationComponent,Assessment,Assignment,deny
ApplicationComponent,Assessment,Realization,deny
ApplicationComponent,Assessment,Serving,deny
ApplicationComponent,Assessment,Access,deny
ApplicationComponent,Assessment,Influence,allow
ApplicationComponent,Assessment,Triggering,deny
ApplicationComponent,Assessment,Flow,deny
ApplicationComponent,Assessment,Specialization,deny
ApplicationComponent,Assessment,Association,allow
ApplicationComponent,Goal,Composition,deny
ApplicationComponent,Goal,Aggregation,deny
ApplicationComponent,Goal,Assignment,deny
ApplicationComponent,Goal,Realization,deny
ApplicationComponent,Goal,Serving,deny
ApplicationComponent,Goal,Access,deny
ApplicationComponent,Goal,Influence,allow
ApplicationComponent,Goal,Triggering,deny
ApplicationComponent,Goal,Flow,deny
ApplicationComponent,Goal,Specialization,deny
ApplicationComponent,Goal,Association,allow
ApplicationComponent,Outcome,Composition,deny
ApplicationComponent,Outcome,Aggregation,deny
ApplicationComponent,Outcome,Assignment,deny
ApplicationComponent,Outcome,Realization,allow
ApplicationComponent,Outcome,Serving,deny
ApplicationComponent,Outcome,Access,deny
ApplicationComponent,Outcome,Influence,allow
ApplicationComponent,Outcome,Triggering,deny
ApplicationComponent,Outcome,Flow,deny
ApplicationComponent,Outcome,Specialization,deny
ApplicationComponent,Outcome,Association,allow
ApplicationComponent,Principle,Composition,deny
ApplicationComponent,Principle,Aggregation,deny
ApplicationComponent,Principle,Assignment,deny
ApplicationComponent,Principle,Realization,allow
ApplicationComponent,Principle,Serving,deny
ApplicationComponent,Principle,Access,deny
ApplicationComponent,Principle,Influence,allow
ApplicationComponent,Principle,Triggering,deny
ApplicationComponent,Principle,Flow,deny
ApplicationComponent,Principle,Specialization,deny
ApplicationComponent,Principle,Association,allow
ApplicationComponent,Requirement,Composition,deny
ApplicationComponent,Requirement,Aggregation,deny
ApplicationComponent,Requirement,Assignment,deny
ApplicationComponent,Requirement,Realization,allow
ApplicationComponent,Requirement,Serving,deny
ApplicationComponent,Requirement,Access,deny
ApplicationComponent,Requirement,Influence,allow
ApplicationComponent,Requirement,Triggering,deny
ApplicationComponent,Requirement,Flow,deny
ApplicationComponent,Requirement,Specialization,deny
ApplicationComponent,Requirement,Association,allow
ApplicationComponent,Constraint,Composition,deny
ApplicationComponent,Constraint,Aggregation,deny
ApplicationComponent,Constraint,Assignment,deny
ApplicationComponent,Constraint,Realization,allow
ApplicationComponent,Constraint,Serving,deny
ApplicationComponent,Constraint,Access,deny
ApplicationComponent,Constraint,Influence,allow
ApplicationComponent,Constraint,Triggering,deny
ApplicationComponent,Constraint,Flow,deny
ApplicationComponent,Constraint,Specialization,deny
ApplicationComponent,Constraint,Association,allow
ApplicationComponent,Meaning,Composition,deny
ApplicationComponent,Meaning,Aggregation,deny
ApplicationComponent,Meaning,Assignment,deny
ApplicationComponent,Meaning,Realization,deny
ApplicationComponent,Meaning,Serving,deny
ApplicationComponent,Meaning,Access,deny
ApplicationComponent,Meaning,Influence,allow
ApplicationComponent,Meaning,Triggering,deny
ApplicationComponent,Meaning,Flow,deny
ApplicationComponent,Meaning,Specialization,deny
ApplicationComponent,Meaning,Association,allow
ApplicationComponent,Value,Composition,deny
ApplicationComponent,Value,Aggregation,deny
ApplicationComponent,Value,Assignment,deny
ApplicationComponent,Value,Realization,allow
ApplicationComponent,Value,Serving,deny
ApplicationComponent,Value,Access,deny
ApplicationComponent,Value,Influence,allow
ApplicationComponent,Value,Triggering,deny
ApplicationComponent,Value,Flow,deny
ApplicationComponent,Value,Specialization,deny
ApplicationComponent,Value,Association,allow
ApplicationComponent,Resource,Composition,warn
ApplicationComponent,Resource,Aggregation,warn
ApplicationComponent,Resource,Assignment,warn
ApplicationComponent,Resource,Realization,allow
ApplicationComponent,Resource,Serving,allow
ApplicationComponent,Resource,Access,deny
ApplicationComponent,Resource,Influence,deny
ApplicationComponent,Resource,Triggering,warn
ApplicationComponent,Resource,Flow,warn
ApplicationComponent,Resource,Specialization,deny
ApplicationComponent,Resource,Association,allow
ApplicationComponent,Capability,Composition,warn
ApplicationComponent,Capability,Aggregation,warn
ApplicationComponent,Capability,Assignment,warn
ApplicationComponent,Capability,Realization,allow
ApplicationComponent,Capability,Serving,allow
ApplicationComponent,Capability,Access,deny
ApplicationComponent,Capability,Influence,deny
ApplicationComponent,Capability,Triggering,warn
ApplicationComponent,Capability,Flow,warn
ApplicationComponent,Capability,Specialization,deny
ApplicationComponent,Capability,Association,allow
ApplicationComponent,CourseOfAction,Composition,warn
ApplicationComponent,CourseOfAction,Aggregation,warn
ApplicationComponent,CourseOfAction,Assignment,warn
ApplicationComponent,CourseOfAction,Realization,allow
ApplicationComponent,CourseOfAction,Serving,allow
ApplicationComponent,CourseOfAction,Access,deny
ApplicationComponent,CourseOfAction,Influence,deny
ApplicationComponent,CourseOfAction,Triggering,warn
ApplicationComponent,CourseOfAction,Flow,warn
ApplicationComponent,CourseOfAction,Specialization,deny
ApplicationComponent,CourseOfAction,Association,allow
ApplicationComponent,ValueStream,Composition,warn
ApplicationComponent,ValueStream,Aggregation,warn
ApplicationComponent,ValueStream,Assignment,warn
ApplicationComponent,ValueStream,Realization,allow
ApplicationComponent,ValueStream,Serving,allow
ApplicationComponent,ValueStream,Access,deny
ApplicationComponent,ValueStream,Influence,deny
ApplicationComponent,ValueStream,Triggering,warn
ApplicationComponent,ValueStream,Flow,warn
ApplicationComponent,ValueStream,Specialization,deny
ApplicationComponent,ValueStream,Association,allow
ApplicationComponent,BusinessActor,Composition,warn
ApplicationComponent,BusinessActor,Aggregation,warn
ApplicationComponent,BusinessActor,Assignment,allow
ApplicationComponent,BusinessActor,Realization,allow
ApplicationComponent,BusinessActor,Serving,allow
